DateTime , New SMT-A2 Sensor (9136/3) , New SMT-A2 Sensor (9136/4) , Internal Temperature (9136/5) , Internal RH (9136/6) , Battery (9136/7) , Temperature 4ft (9136/17) , PLY 2 - BOTTOM CORNER (9136/18) , PLY 6 - BOTTOM CORNER (9136/19) , PLY 1 - BOTTOM CORNER (9136/20) , PLY 7 - BOTTOM CORNER (9136/21) , PLY 5 - MIDDLE PANEL (9136/22) ," PLY 4 - EDGE BY HARDWARE - 2"" IN (9136/23) "," PLY 2 - EDGE BY HARDWARE - 6"" IN (9136/24) "
12/2/2017 7:00, NULL , NULL ,8.635736534,89.9695,8391,8.472508551,12.38845098,11.82422571,20.7977554,12.37604025,11.71562229,20.41213593,11.70050443
12/2/2017 8:00, NULL , NULL ,8.741133853,89.9875,8391,8.757769674,17.36484555,11.70244603,21.18622997,12.31160355,11.59681706,19.45500186,11.57439689
12/2/2017 9:00, NULL , NULL ,8.905068009,90.0075,8391,8.941363078,20.74056665,11.64607088,21.42802113,12.27481407,11.52452855,18.52955616,11.49070527
12/2/2017 10:00, NULL , NULL ,9.123386659,90.0375,8391,9.13133553,20.99168068,11.60940403,21.65270827,12.25985927,11.48333276,18.47371843,11.43877531
12/2/2017 11:00, NULL , NULL ,9.280734347,90.062,8391,9.296721187,21.20675917,11.62376879,21.90292172,12.29058151,11.49944344,18.10949536,11.44436491
12/2/2017 12:00, NULL , NULL ,9.54679193,90.0985,8391,9.514328297,21.30024462,11.71005524,22.32244022,12.69872997,11.58658141,17.6242262,11.52711471
12/2/2017 13:00, NULL , NULL ,9.729687417,90.1265,8391,9.782309389,21.82406449,11.85657564,22.56950151,12.8520424,11.71276764,18.20862434,11.65740734
12/2/2017 14:00, NULL , NULL ,9.773422807,90.135,8391,10.1126437,24.68991176,11.96379602,22.83939493,12.97498935,11.77993961,18.1083076,11.72749751
12/2/2017 15:00, NULL , NULL ,9.504307109,90.094,8391,9.722526057,24.2453176,12.06227776,23.01944112,13.1941143,11.89508456,18.14305336,11.84931822
12/2/2017 16:00, NULL , NULL ,8.984927014,90.0175,8391,9.033624081,23.84098893,12.2739675,23.03906997,13.2961271,12.13139505,18.57973778,12.0988476
12/2/2017 17:00, NULL , NULL ,8.736729171,89.9865,8391,8.717148567,23.46105576,12.34297526,23.43772458,13.57676751,12.21051416,18.67013157,12.18305695
12/2/2017 18:00, NULL , NULL ,8.543813843,89.9625,8391,8.629317159,23.56277285,12.35248384,24.18514349,15.04496711,12.2221332,17.76991327,12.19070024
12/2/2017 19:00, NULL , NULL ,7.949945371,89.8935,8391,8.022859708,23.33857706,12.66915701,24.03301857,15.21442807,12.56456988,18.45656413,12.54657284
12/2/2017 20:00, NULL , NULL ,7.572863341,89.846,8391,7.639044861,23.14397077,12.95360118,24.07013179,15.40366574,12.8518206,18.76019334,12.81283551
12/2/2017 21:00, NULL , NULL ,7.72470824,89.8695,8391,7.698749894,23.21191774,12.80016611,24.07498931,15.42303771,12.69184293,18.82811249,12.64846406
12/2/2017 22:00, NULL , NULL ,7.340947128,89.812,8391,7.359819797,23.33089079,12.93108479,23.93809445,15.37398654,12.83390415,18.88967259,12.78593431
12/2/2017 23:00, NULL , NULL ,6.473562323,89.69,8391,6.617003932,23.39694051,13.39083683,23.74560913,15.54813685,13.29905557,19.3840864,13.24503241
12/3/2017 0:00, NULL , NULL ,5.807315349,89.6,8391,5.976417384,22.97017982,13.68223842,23.60373383,15.64305884,13.59226892,20.23545526,13.55325583
12/3/2017 1:00, NULL , NULL ,6.277570512,89.6665,8391,6.127645523,23.17708033,13.88298407,23.76621013,15.84045216,13.77957255,20.05414892,13.72687326
12/3/2017 2:00, NULL , NULL ,6.251255052,89.662,8391,5.970188719,23.47770244,13.73990423,23.61382623,15.90123531,13.60223293,19.49029361,13.54672694
12/3/2017 3:00, NULL , NULL ,6.236676349,89.6595,8391,5.980199134,23.58753597,13.67688595,23.61422603,15.902875,13.53067259,19.74329812,13.4683342
12/3/2017 4:00, NULL , NULL ,6.457133787,89.689,8391,6.19193956,23.63330416,13.49736787,23.59393907,15.85430055,13.29973049,19.81226356,13.23085229
12/3/2017 5:00, NULL , NULL ,6.32502868,89.6705,8391,6.012753235,24.73388744,13.57708794,23.41574918,15.91124007,13.35742553,19.93262861,13.28801359
12/3/2017 6:00, NULL , NULL ,6.389260377,89.683,8391,6.028124365,24.64277907,13.64338795,23.36944068,15.89026486,13.4456908,20.40785176,13.381767
12/3/2017 7:00, NULL , NULL ,5.597836201,89.571,8391,5.326975399,24.71993701,13.82650312,23.24208498,15.91504928,13.61772523,20.98256011,13.56387556
